site,event,date,white_id,black_id,result,UTCdate,UTCtime,white_elo,black_elo,white_rating_diff,black_rating_diff,varient,time_control,eco,termination,moves,black_title,white_title
"Site ""https://lichess.org/lNkr4sQ6""","Event ""Rated Blitz game""",2020.12.11,"White ""Lovelishkumar""","Black ""Vitalij2088""",Black won,2020.12.11,14:37:07,1677,1655,-6,7,Standard,180+2,"ECO ""C41""","Termination ""Normal""",1. e4 e5 2. Nf3 d6 3. Bc4 Bg4 4. h3 Bxf3 5. Qxf3 Qf6 6. Qb3 b6 7. Nc3 Ne7 8. Nd5 Nxd5 9. Bxd5 c6 10. Qa4 Kd7 11. c4 Kc7 12. d3 cxd5 13. cxd5 Nd7 14. Qc6+ Kd8 15. Qxd7+ Kxd7 0-1,,
"Site ""https://lichess.org/ycOEs7PC""","Event ""Rated Blitz game""",2020.12.11,"White ""jgoperh""","Black ""Lovelishkumar""",Black won,2020.12.11,14:35:24,1657,1671,-6,6,Standard,180+2,"ECO ""D02""","Termination ""Normal""",1. Nf3 d5 2. d4 Nc6 3. e3 Bg4 4. Bd3 Bxf3 5. Qxf3 e5 6. dxe5 Nxe5 7. Qe2 Nxd3+ 8. cxd3 Bb4+ 9. Nd2 Nf6 10. O-O O-O 11. b3 Bc3 12. Rb1 Re8 13. Nf3 d4 14. exd4 Rxe2 0-1,,
"Site ""https://lichess.org/2vLUe3vz""","Event ""Rated Blitz game""",2020.12.11,"White ""Lovelishkumar""","Black ""rubenausloos""",Black won,2020.12.11,14:31:41,1677,1639,-6,6,Standard,180+2,"ECO ""C55""","Termination ""Normal""",1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. d3 h6 5. Nc3 Bc5 6. Nd5 O-O 7. Be3 Nxd5 8. Bxc5 Nf4 9. Bxf8 Kxf8 10. O-O d6 11. c3 Qf6 12. d4 Qg6 13. g3 Nh3+ 14. Kg2 exd4 15. cxd4 Qxe4 16. Re1 Qg6 17. d5 Ne7 18. Qe2 Nf4+ 0-1,,
"Site ""https://lichess.org/eeXWTQM4""","Event ""Rated Blitz game""",2020.12.11,"White ""Lovelishkumar""","Black ""teh_ais""",Black won,2020.12.11,14:24:51,1683,1681,-6,5,Standard,180+2,"ECO ""C02""","Termination ""Normal""",1. e4 e6 2. d4 d5 3. e5 c5 4. c3 cxd4 5. cxd4 Nc6 6. Nf3 Bb4+ 7. Nc3 Nge7 8. a3 Ba5 9. b4 Bb6 10. Bg5 O-O 11. Bb5 Qc7 12. Rc1 h6 13. Bxe7 Qxe7 14. O-O f5 15. Na4 Bd7 16. Nc5 Bxc5 17. Rxc5 a6 18. Bxc6 Bxc6 19. a4 Rfc8 20. b5 axb5 21. axb5 Bd7 22. Rxc8+ Rxc8 23. Qb3 b6 24. Rb1 Rc4 25. Qd3 Qe8 26. Nd2 Ra4 27. Qb3 Ra5 28. Qa3 Rxa3 0-1,,
"Site ""https://lichess.org/XLpbVaNM""","Event ""Rated Blitz game""",2020.12.10,"White ""Lovelishkumar""","Black ""coto1102""",White won,2020.12.10,21:08:16,1677,1670,6,-5,Standard,180+2,"ECO ""B27""","Termination ""Normal""",1. e4 c5 2. Nf3 g6 3. c3 d6 4. d4 cxd4 5. cxd4 Bg4 6. h3 Bxf3 7. Qxf3 Nc6 8. d5 Ne5 9. Qb3 Rc8 10. Nc3 b6 11. f4 Nd7 12. Bb5 Bg7 13. O-O Bd4+ 14. Kh1 Nf6 15. Ne2 Bc5 16. e5 Nh5 17. e6 fxe6 18. dxe6 1-0,,
"Site ""https://lichess.org/GixVEs7E""","Event ""Rated Blitz game""",2020.12.10,"White ""Lovelishkumar""","Black ""Jgdr""",White won,2020.12.10,15:22:19,1672,1656,5,-5,Standard,180+2,"ECO ""C50""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 d6 5. Ng5 Be6 6. Bxe6 fxe6 7. Nxe6 Qf6 8. Nxc5 dxc5 9. O-O O-O-O 10. c3 h5 11. h4 g5 12. Bxg5 1-0,,
"Site ""https://lichess.org/hlnxrsIZ""","Event ""Rated Blitz game""",2020.12.10,"White ""Jgdr""","Black ""Lovelishkumar""",Black won,2020.12.10,15:20:50,1662,1666,-6,6,Standard,180+2,"ECO ""C42""","Termination ""Normal""",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Bc4 d5 6. Bb3 Bc5 7. O-O Bg4 8. Re1 Bxf2+ 9. Kf1 Bxe1 10. Qxe1 O-O 11. Qh4 Bxf3 12. gxf3 Qxh4 0-1,,
"Site ""https://lichess.org/jLT0a657""","Event ""Rated Blitz game""",2020.12.09,"White ""janpecsok18""","Black ""Lovelishkumar""",Black won,2020.12.09,19:00:59,1713,1660,-6,6,Standard,180+2,"ECO ""C42""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Bc4 d5 6. Bb3 Bc5 7. O-O Bg4 8. Re1 Bxf2+ 9. Kf1 Bxe1 10. Qxe1 Bxf3 11. gxf3 Qf6 12. Qe3 O-O 13. Bxd5 Nd6 14. Nc3 Nd7 15. d3 c6 16. Ne4 Qh4 17. Nxd6 cxd5 18. Qf2 Qf6 19. Nxb7 a5 20. c3 Qc6 0-1,,
"Site ""https://lichess.org/OgDrnCgk""","Event ""Rated Blitz game""",2020.12.09,"White ""Gutidon""","Black ""Lovelishkumar""",White won,2020.12.09,18:57:02,1725,1664,5,-4,Standard,180+2,"ECO ""C42""","Termination ""Normal""",1. e4 e5 2. Nf3 Nf6 3. Bc4 Bc5 4. O-O d6 5. d3 O-O 6. h3 Nc6 7. c3 Na5 8. Bb5 c6 9. Ba4 b5 10. Bc2 d5 11. Bg5 dxe4 12. dxe4 Qxd1 13. Rxd1 Re8 14. Bxf6 gxf6 15. b4 Bxf2+ 16. Kxf2 Nc4 17. Nbd2 Nd6 18. Bb3 Be6 19. Bxe6 fxe6 20. a4 a6 21. Nf1 Nxe4+ 22. Kg1 Nxc3 23. Rd6 Nxa4 24. Rxc6 Nb2 25. Ng3 Nd3 26. Rcxa6 Nxb4 27. Rxa8 1-0,,
"Site ""https://lichess.org/1SImaRei""","Event ""Rated Blitz game""",2020.12.09,"White ""Lovelishkumar""","Black ""hussen82""",Black won,2020.12.09,18:48:51,1670,1663,-6,6,Standard,180+2,"ECO ""C00""","Termination ""Normal""",1. e4 e6 2. Nf3 b6 3. d4 Bb7 4. Nc3 Bb4 5. Bd3 Ne7 6. Bd2 Ng6 7. a3 Bxc3 8. bxc3 Nh4 9. O-O f5 10. e5 Nxf3+ 11. gxf3 O-O 12. c4 Qh4 13. Be3 Qh3 14. Be2 f4 15. Bc1 Rf5 16. Kh1 Rh5 17. Bxf4 Rf5 18. Bg3 Qh5 19. d5 exd5 20. cxd5 Na6 21. c4 Raf8 22. f4 Qf7 23. Bg4 c6 24. Bh5 Rxh5 25. e6 dxe6 26. dxe6 Qg6 27. Qd7 Qe4+ 28. Kg1 c5 29. e7 Qg2# 0-1,,
"Site ""https://lichess.org/jmbiH6z0""","Event ""Rated Blitz game""",2020.12.09,"White ""Lovelishkumar""","Black ""pawnstorm111""",Black won,2020.12.09,18:40:58,1675,1707,-5,5,Standard,180+2,"ECO ""B50""","Termination ""Normal""",1. e4 c5 2. Nf3 d6 3. c3 e6 4. d4 cxd4 5. cxd4 Nf6 6. Nc3 Be7 7. Bd3 O-O 8. O-O a6 9. a3 Nbd7 10. Bg5 b5 11. e5 dxe5 12. dxe5 Ng4 13. Bxe7 Qxe7 14. h3 Ngxe5 15. Nxe5 Nxe5 16. Be4 Rb8 17. Re1 Nc4 18. b3 Nd6 19. Bc2 Bb7 20. Qd3 g6 21. Rad1 Qg5 22. Qg3 Qxg3 23. fxg3 Nf5 24. Kh2 Rfd8 25. Ne4 Nd4 26. Rd2 Nxc2 27. Rxc2 Bxe4 28. Rxe4 Rd3 29. Rb2 Rbd8 30. a4 bxa4 31. bxa4 R3d4 32. Rb4 Rxe4 33. Rxe4 a5 34. Re5 Rd5 35. Re4 Kf8 36. Kg1 Ke7 37. Kf2 Kd6 38. Ke3 Kc5 39. g4 e5 40. Kf3 f5 41. gxf5 gxf5 42. Rh4 Rd7 43. g4 f4 44. Ke4 Re7 45. Rh5 Kb4 46. g5 Kxa4 47. Rh6 Kb5 48. Rd6 a4 49. h4 a3 50. Rd2 Kb4 51. h5 Kb3 52. g6 hxg6 53. hxg6 a2 54. Rd3+ Kb2 55. Rd2+ Kc1 56. Rxa2 Rg7 57. Ra6 Kd2 58. Kxe5 f3 59. Rf6 Ke2 60. Kf4 f2 61. Re6+ Kf1 62. Kg3 Kg1 0-1,,
"Site ""https://lichess.org/qQ5QWbm6""","Event ""Rated Blitz game""",2020.12.09,"White ""Hero_Honda""","Black ""Lovelishkumar""",Black won,2020.12.09,18:36:01,1666,1669,-5,6,Standard,180+2,"ECO ""C42""","Termination ""Normal""",1. e4 e5 2. Nf3 Nf6 3. Nxe5 d6 4. Nf3 Nxe4 5. Qe2 Qe7 6. d3 Nf6 7. Nc3 Nc6 8. Bg5 Ne5 9. Nxe5 dxe5 10. Nd5 Qd6 11. Nxf6+ gxf6 12. Bh4 Bh6 13. g3 Bd7 14. Bg2 Bc6 15. O-O O-O-O 16. Qh5 Bg5 17. Bxg5 fxg5 18. Qxf7 Bxg2 19. Kxg2 Qc6+ 20. Kg1 Qxc2 21. Qf5+ Kb8 22. Qxe5 Qxd3 23. Qxg5 Qe2 24. Rad1 Rxd1 25. Rxd1 Qxd1+ 26. Kg2 Rd8 27. Qe5 Qd5+ 28. Qxd5 Rxd5 0-1,,
"Site ""https://lichess.org/3xq7fHfS""","Event ""Rated Blitz game""",2020.12.09,"White ""Lovelishkumar""","Black ""lonchis2020""",Black won,2020.12.09,18:30:20,1676,1648,-7,8,Standard,180+2,"ECO ""C41""","Termination ""Normal""",1. e4 e5 2. Nf3 d6 3. Bc4 Be7 4. d3 h6 5. Nc3 Nc6 6. Nd5 Bg4 7. Nxe7 Qxe7 8. h3 Bh5 9. O-O Nd4 10. c3 Nxf3+ 11. gxf3 Nf6 12. Re1 Nh7 13. Kg2 Qh4 14. Qa4+ c6 15. Qb3 O-O 16. Qxb7 Ng5 17. Bxg5 Qxg5+ 18. Kf1 Bxf3 19. Rec1 Rab8 20. Qxa7 Rxb2 0-1,,
"Site ""https://lichess.org/JKsici3N""","Event ""Rated Blitz game""",2020.12.09,"White ""Lovelishkumar""","Black ""dog11""",Black won,2020.12.09,18:22:46,1681,1676,-5,6,Standard,180+2,"ECO ""C50""","Termination ""Normal""",1. e4 e5 2. Nf3 Nc6 3. Bc4 Bc5 4. d3 d6 5. Ng5 Nh6 6. Qh5 O-O 7. Nc3 Nd4 8. O-O Nxc2 9. Rb1 Nd4 10. Nxf7 Nxf7 11. Bg5 Qd7 12. Nd5 Qg4 13. Qxg4 Bxg4 14. Nxc7 Rac8 15. Nb5 Nxb5 16. h3 Bd7 17. Be7 Rfe8 18. Bxb5 Rxe7 0-1,,
"Site ""https://lichess.org/orCb3eug""","Event ""Rated Blitz game""",2020.12.09,"White ""Bexos""","Black ""Lovelishkumar""",White won,2020.12.09,18:14:55,1691,1687,6,-6,Standard,180+2,"ECO ""C26""","Termination ""Normal""",1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3 d6 5. f4 Ng4 6. f5 Nf2 7. Qh5 g6 8. Qh6 gxf5 9. Bg5 Qd7 10. Nd5 Ng4 11. Nf6+ Nxf6 12. Bxf6 Rf8 13. Qxh7 b5 14. Bb3 c6 15. Nf3 d5 16. O-O-O Qe6 17. Bxe5 Nd7 18. exd5 cxd5 19. Rhe1 Qg6 20. Bf6+ Be7 21. Rxe7+ Kd8 22. Qxg6 fxg6 23. Rf7+ Ke8 24. Rxf8+ Kxf8 25. Bd4 Bb7 26. Re1 Kf7 27. Ne5+ Nxe5 28. Rxe5 Rh8 29. Rxf5+ gxf5 30. Bxh8 1-0,,
"Site ""https://lichess.org/MUzPs1HO""","Event ""Rated Blitz game""",2020.12.09,"White ""cxzdsaewq321""","Black ""Lovelishkumar""",Black won,2020.12.09,18:04:41,1666,1681,-5,6,Standard,180+2,"ECO ""E10""","Termination ""Normal""",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. e3 c5 5. Nf3 Nc6 6. cxd5 exd5 7. a3 cxd4 8. exd4 Bg4 9. Bd3 Nxd4 10. Qa4+ Nc6 11. Ne5 Bd7 12. Nxc6 bxc6 13. O-O Be7 14. Re1 O-O 15. Bg5 h6 16. Bh4 Re8 17. Qc2 Be6 18. Re2 Rb8 19. Rae1 Bg4 20. Bxf6 gxf6 21. f3 Be6 22. Nd1 Qb6+ 23. Kh1 Qb3 24. Qb1 Bd6 25. h3 Qa4 26. Bh7+ Kf8 27. Bc2 Qf4 28. Kg1 Qh2+ 29. Kf1 Qh1+ 30. Kf2 Qh2 31. Ne3 Bg3+ 32. Kf1 Qh1# 0-1,,
"Site ""https://lichess.org/XKEoMoJI""","Event ""Rated Blitz game""",2020.12.08,"White ""Eduardodsrocha""","Black ""Lovelishkumar""",Black won,2020.12.08,20:09:45,1670,1676,-5,5,Standard,180+2,"ECO ""C50""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. Bc4 Bc5 5. d3 d6 6. a3 Be6 7. Bxe6 fxe6 8. O-O O-O 9. Qe2 Qe8 10. b4 Bb6 11. Bd2 Nd4 12. Nxd4 Bxd4 13. Rab1 Qf7 14. h3 a5 15. Kh1 axb4 16. axb4 b5 17. Nxb5 Nxe4 18. dxe4 Rab8 19. Nxd4 exd4 20. f4 Qg6 21. e5 dxe5 22. Qxe5 Qxc2 23. Qxe6+ Kh8 24. Qe2 d3 25. Qd1 Qc4 26. Qb3 Qe4 27. Rbe1 Qf5 28. Rf3 Rfd8 29. Re5 Qg6 30. Ree3 c5 31. b5 Rd4 32. Rxd3 c4 33. Qc3 Rxd3 34. Rxd3 cxd3 35. f5 Qxf5 36. Qc7 Rf8 37. b6 Qc8 38. Bf4 Qxc7 39. Bxc7 d2 40. b7 d1=Q+ 0-1,,
"Site ""https://lichess.org/G6HNoHGo""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""yolagai""",White won,2020.12.08,20:06:55,1670,1671,6,-6,Standard,180+2,"ECO ""C00""","Termination ""Time forfeit""",1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Bd6 5. Nc3 Nf6 6. Bg5 c6 7. Ne5 O-O 8. Qf3 Nbd7 9. Ng4 Re8+ 10. Be2 h6 11. Nxf6+ 1-0,,
"Site ""https://lichess.org/DZlNJUdq""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""Trajkoski_Goran_02""",Black won,2020.12.08,20:05:32,1675,1711,-5,13,Standard,180+2,"ECO ""B50""","Termination ""Normal""",1. e4 c5 2. Nf3 d6 3. c3 e5 4. d4 cxd4 5. cxd4 exd4 6. Nxd4 Nf6 7. Nc3 Nc6 8. Nxc6 bxc6 9. Bg5 Be7 10. Bc4 O-O 11. O-O Qa5 12. Qf3 Qxg5 0-1,,
"Site ""https://lichess.org/EtNZf9rq""","Event ""Rated Blitz game""",2020.12.08,"White ""temirlan1979""","Black ""Lovelishkumar""",White won,2020.12.08,20:01:02,1646,1681,7,-6,Standard,180+2,"ECO ""C46""","Termination ""Normal""",1. e4 e5 2. Nf3 Nf6 3. Nc3 Nc6 4. a3 Bc5 5. Bc4 Na5 6. Ba2 c6 7. b4 Bd4 8. bxa5 Bxc3 9. dxc3 Nxe4 10. Bd2 d6 11. O-O O-O 12. Re1 Nxd2 13. Qxd2 Bf5 14. c4 h6 15. a4 Qf6 16. Bb3 Rfe8 17. Rad1 e4 18. Nd4 a6 19. Nxf5 Qxf5 20. Qxd6 Red8 21. Qc7 Rdc8 22. Qxb7 e3 23. Rxe3 Rab8 24. Qd7 Rd8 25. Qxd8+ Rxd8 26. Rxd8+ Kh7 27. Rdd3 Qxa5 28. h3 Qg5 29. Rf3 f6 30. Rg3 Qc5 31. Rd7 Qf5 32. Rdxg7+ 1-0,,
"Site ""https://lichess.org/vNF53GbJ""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""Nunes001""",Black won,2020.12.08,19:52:15,1686,1721,-5,5,Standard,180+2,"ECO ""B50""","Termination ""Normal""",1. e4 c5 2. Nf3 d6 3. c3 Nc6 4. d4 cxd4 5. cxd4 e6 6. Nc3 a6 7. a3 Nf6 8. d5 exd5 9. exd5 Ne5 10. Bf4 Nxf3+ 11. Qxf3 Be7 12. Bd3 O-O 13. O-O b6 14. h3 Bb7 15. Rad1 Rc8 16. Rfe1 Re8 17. Bg5 h6 18. Bxf6 Bxf6 19. Qf5 Rxe1+ 20. Rxe1 g6 21. Qf4 Bxc3 22. bxc3 Rxc3 23. Re3 Bxd5 24. Kh2 Qg5 25. Qxg5 hxg5 26. Bxa6 Rxe3 27. fxe3 Kg7 28. Bb5 Kf6 29. a4 Ke5 30. Kg3 Ke4 31. Kf2 f5 32. Be8 Bb3 33. g3 d5 34. g4 f4 35. exf4 gxf4 36. Bxg6+ Kd4 37. Be8 Kc3 38. Kf3 d4 39. Kxf4 d3 40. Ke3 d2 41. Bf7 Bxf7 42. Ke2 Bb3 43. g5 0-1,,
"Site ""https://lichess.org/duS6oGAO""","Event ""Rated Blitz game""",2020.12.08,"White ""jloerasmaa""","Black ""Lovelishkumar""",White won,2020.12.08,19:51:05,1730,1691,6,-5,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. e5 d4 3. Nf3 c5 4. c3 Bg4 5. h3 Bxf3 6. Qxf3 Nc6 7. Bb5 Qc7 8. Bxc6+ bxc6 9. O-O Qxe5 10. Qxc6+ 1-0,,
"Site ""https://lichess.org/TixTJL1M""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""Dgenius007""",Black won,2020.12.08,19:43:24,1697,1702,-6,6,Standard,180+2,"ECO ""B30""","Termination ""Time forfeit""",1. e4 c5 2. Nf3 Nc6 3. c3 Nf6 4. d4 Nxe4 5. Bd3 Nf6 6. dxc5 e5 7. Bg5 Bxc5 8. b4 Be7 9. b5 e4 10. bxc6 exf3 11. Qxf3 dxc6 12. O-O Bg4 13. Qe3 O-O 14. Nd2 Re8 15. Qg3 h6 16. Bxf6 Bxf6 17. Qxg4 Qxd3 18. Rad1 Qxc3 19. Ne4 Qe5 20. Rfe1 Rad8 21. f4 Qe7 22. Nxf6+ Qxf6 23. Rxe8+ Rxe8 0-1,,
"Site ""https://lichess.org/ZZumgOPa""","Event ""Rated Blitz game""",2020.12.08,"White ""AndrewCLA""","Black ""Lovelishkumar""",Black won,2020.12.08,19:35:24,1704,1691,-6,6,Standard,180+2,"ECO ""D35""","Termination ""Time forfeit""",1. d4 d5 2. c4 e6 3. Nc3 Nf6 4. e3 Nbd7 5. Nf3 c5 6. dxc5 Nxc5 7. cxd5 exd5 8. Be2 Bg4 9. O-O Bd6 10. h3 Bxf3 11. Bxf3 Nce4 12. Nxd5 Nxd5 13. Qxd5 Bh2+ 14. Kxh2 Qxd5 15. Rd1 Qe5+ 16. g3 Nxf2 17. Rd5 Qf6 18. Kg2 Nxh3 19. Bd2 g5 20. Bc3 Qg6 21. Bxh8 g4 22. Re5+ Kf8 23. Bxg4 Qxg4 24. Rc1 Ng5 25. b3 Qf3+ 26. Kg1 Nh3+ 27. Kh2 Nf2 0-1,,
"Site ""https://lichess.org/zYORaMkS""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""tirfon""",White won,2020.12.08,19:25:42,1685,1675,6,-6,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 e6 5. Nf3 Bb4 6. Bd2 Bxc3 7. Bxc3 Nf6 8. g3 O-O 9. Bg2 Bd7 10. O-O Bb5 11. Re1 c6 12. a4 Ba6 13. Ne5 Nbd7 14. b4 Nxe5 15. dxe5 Qxd1 16. Raxd1 Nd5 17. Bd2 Bc4 18. Bf1 Bxf1 19. Kxf1 a5 20. bxa5 Rfd8 21. c4 Ne7 22. Bb4 Nf5 23. Bd6 Nh6 24. Bc7 Rxd1 25. Rxd1 Ng4 26. h3 Nh6 27. g4 f6 28. Rd7 f5 29. f3 fxg4 30. hxg4 Nf7 31. Bd6 Ng5 32. Rxb7 Nxf3 33. Kf2 Nd2 34. Rb6 Nxc4 35. Rxc6 Nxa5 36. Rb6 Nc4 37. Rb8+ Rxb8 38. Bxb8 Kf7 39. Bc7 Kg6 40. a5 Nxa5 41. Bxa5 Kg5 42. Kf3 h5 43. gxh5 Kxh5 44. Bd8 Kg6 45. Ke4 Kf7 46. Kf4 g6 47. Kg5 Ke8 48. Bf6 Kf7 49. Bd8 Ke8 50. Bc7 Kf7 51. Bd6 Kg7 52. Bc7 Kf7 53. Kh6 Ke7 54. Kxg6 Kd7 55. Bd6 Kc6 56. Kf6 Kd5 57. Bb8 Kc6 58. Kxe6 Kb7 59. Bd6 Kc8 60. Kf7 Kd8 61. e6 Kc8 62. e7 Kd7 63. Ba3 Kc6 64. e8=Q+ 1-0,,
"Site ""https://lichess.org/XZG421xA""","Event ""Rated Blitz game""",2020.12.08,"White ""eQua""","Black ""Lovelishkumar""",White won,2020.12.08,19:23:48,1710,1691,5,-6,Standard,180+2,"ECO ""D02""","Termination ""Normal""",1. d4 d5 2. Nf3 Nf6 3. Bf4 e6 4. e3 c5 5. c3 Nc6 6. Nbd2 Ne4 7. Nxe4 dxe4 8. Ne5 f6 9. Nxc6 bxc6 10. Qc2 f5 11. O-O-O Qb6 12. h3 Rb8 13. b3 Ba6 14. Bxa6 Qxa6 15. Bxb8 1-0,,
"Site ""https://lichess.org/bo3wLSQM""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""AliAhmadi215700""",Black won,2020.12.08,19:15:57,1697,1645,-6,6,Standard,180+2,"ECO ""B08""","Termination ""Time forfeit""",1. e4 d6 2. Nf3 Nf6 3. Nc3 g6 4. d4 Bg7 5. Bd3 O-O 6. Bg5 c6 7. Qd2 b5 8. a3 a5 9. Na2 Bg4 10. h4 Bxf3 11. gxf3 Qb6 12. Be2 Nh5 13. O-O-O Na6 14. f4 f6 15. Bxh5 fxg5 16. Be2 Rxf4 17. hxg5 Rxe4 18. c3 c5 19. Bf3 cxd4 20. Bxe4 Rc8 21. Qd3 Nc5 22. Qh3 h5 23. gxh6 Bh8 24. h7+ Kf7 25. Bd5+ e6 26. Qf3+ Bf6 27. Be4 Nxe4 28. Qxe4 dxc3 29. Nxc3 b4 0-1,,
"Site ""https://lichess.org/alfTSBLK""","Event ""Rated Blitz game""",2020.12.08,"White ""AliAyman127""","Black ""Lovelishkumar""",Black won,2020.12.08,19:07:31,1667,1692,-5,5,Standard,180+2,"ECO ""C42""","Termination ""Time forfeit""",1. e4 e5 2. Nf3 Nf6 3. Bc4 Bc5 4. O-O d6 5. d3 O-O 6. h3 h6 7. c3 Nbd7 8. Nbd2 a6 9. d4 Ba7 10. Qc2 Nb6 11. Bb3 exd4 12. cxd4 Be6 13. Rd1 Rc8 14. Nf1 Bxb3 15. Qxb3 Nxe4 16. Bf4 c6 17. Ng3 Nd5 18. Nxe4 Nxf4 19. Qxb7 Qb6 20. Qxb6 Bxb6 21. Nxd6 Rcd8 22. Nc4 Ne2+ 23. Kh1 Bxd4 24. Rd2 Rfe8 25. Rad1 c5 26. Nxd4 Nxd4 27. Ne3 Rb8 0-1,,
"Site ""https://lichess.org/ArW3uk2X""","Event ""Rated Blitz game""",2020.12.08,"White ""mtimoney90""","Black ""Lovelishkumar""",White won,2020.12.08,19:02:03,1661,1698,6,-6,Standard,180+2,"ECO ""D00""","Termination ""Normal""",1. d4 d5 2. Nc3 e6 3. Bf4 Bd6 4. Qd2 Nf6 5. Nf3 a6 6. Bg5 h6 7. Bf4 Nc6 8. Ne5 Nh5 9. Nxc6 bxc6 10. Bxd6 cxd6 11. g4 Nf6 12. h4 Ne4 13. Nxe4 dxe4 14. g5 hxg5 15. O-O-O gxh4 16. Bg2 d5 17. f3 exf3 18. Bxf3 Rb8 19. e4 Qb6 20. b3 a5 21. Qg5 g6 22. exd5 cxd5 23. Bxd5 exd5 24. Rde1+ Be6 25. Rhf1 a4 26. Qf6 Rf8 27. Qxh4 axb3 28. axb3 Ra8 29. Kb2 Qxd4+ 30. Qxd4 1-0,,
"Site ""https://lichess.org/tF0a92Rg""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""karan_jakhar""",Black won,2020.12.08,18:53:32,1703,1733,-5,5,Standard,180+2,"ECO ""B01""","Termination ""Normal""",1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. d4 Nc6 5. Nf3 g6 6. h3 Bg7 7. Bc4 Nxd4 8. Be3 Nxf3+ 9. Qxf3 e6 10. Rd1 Qe7 11. O-O Nf6 12. Rfe1 O-O 13. Bg5 c6 14. Ne4 Qb4 15. Nxf6+ Kh8 16. Bb3 h6 17. Bd2 Qh4 18. Ng4 e5 19. g3 Qxh3 20. Nxe5 Bxe5 21. Rxe5 Bg4 22. Qg2 Qxg2+ 23. Kxg2 Bxd1 24. f3 Rad8 25. Bc3 Kh7 26. Re1 Rd7 27. Bc4 Bxc2 28. b3 Bf5 29. g4 Bc2 30. Bb4 Rfd8 31. Re2 Bd1 32. Re1 b5 33. Bf1 a6 34. Ba5 Rf8 35. a4 Bxb3 36. axb5 axb5 37. Bb4 Ra8 38. Bd3 Bd5 0-1,,
"Site ""https://lichess.org/OmffoqRX""","Event ""Rated Blitz game""",2020.12.08,"White ""Lovelishkumar""","Black ""ahmed___AL___we__ni""",Black won,2020.12.08,18:46:09,1709,1718,-6,5,Standard,180+2,"ECO ""E90""","Termination ""Normal""",1. e4 g6 2. Nf3 Bg7 3. d4 d6 4. c4 Nf6 5. Nc3 O-O 6. Bd3 c5 7. d5 Bd7 8. Bg5 a6 9. h3 Qa5 10. Qd2 b5 11. b3 b4 12. Na4 Nxe4 13. Bxe4 Bxa1 14. Bxe7 Re8 15. Qg5 Bxa4 16. bxa4 Qxa4 17. O-O Bg7 18. Bb1 Qd7 19. Bf6 a5 20. Bc2 a4 21. Qf4 Bxf6 22. Qxf6 Qe7 23. Qf4 Nd7 24. Re1 Ne5 25. Ng5 h6 26. Nf3 Nxf3+ 27. gxf3 Qxe1+ 28. Kg2 Qe5 29. Qxh6 Qb2 30. Bxg6 fxg6 31. Qxg6+ Qg7 32. Qxg7+ Kxg7 0-1,,
"Site ""https://lichess.org/PRdq6ojU""","Event ""Rated Blitz game""",2020.12.08,"White ""mmalchow""","Black ""Lovelishkumar""",Black won,2020.12.08,18:31:25,1672,1703,-5,6,Standard,180+2,"ECO ""D00""","Termination ""Normal""",1. d4 d5 2. f4 Nc6 3. Nf3 Bg4 4. e3 f6 5. Be2 Bxf3 6. Bxf3 e5 7. O-O e4 8. Bg4 Nge7 9. c4 g6 10. cxd5 Nxd5 11. Nd2 f5 12. Nxe4 fxe4 13. f5 Qg5 14. fxg6 Nxe3 15. Bxe3 Qxe3+ 16. Kh1 hxg6 17. d5 Ne5 18. Bh3 Rxh3 19. gxh3 O-O-O 20. Rc1 Qxh3 21. d6 Bxd6 22. Qc2 Nf3 23. Qxe4 Qxh2# 0-1,,
